一	a
过载	wdeh
宽	wdel
寛	wdel
定南	wdel
定期	wdeq
过期	wdeq
逝世	wdev
过节	wdey
寚	wdez
宋	wdf
定西	wdfj
寴	wdfl
寭	wdfw
宕	wdg
过硬	wdga
定夺	wdgd
宸	wdgh
宠	wdgm
顁	wdgo
家	wdgq
宥	wdgq
宊	wdgs
选拔赛	wdgw
宏	wdgz
宦	wdh
宧	wdh
宬	wdh
室	wdhb
过盛	wdhl
过盛	wdhy
宬	wdhy
定点	wdij
守旧	wdik
寊	wdil
寇	wdix
寯	wdiy
宲	wdjf
额	wdjg
額	wdjg
宫	wdjj
富	wdjk
割	wdjk
定员	wdjl
宮	wdjn
过路	wdjr
寰	wdjr
鶷	wdjr
愙	wdjw
军事路线	wdjz
寓	wdk
定量	wdka
过量	wdka
过时	wdkd
定时	wdkd
过早	wdke
军事思想	wdkf
寞	wdkg
审	wdki
宙	wdki
寮	wdkk
寳	wdkl
賓	wdkl
覾	wdkl
寅	wdko
宵	wdkq
定影	wdks
寂	wdkx
宴	wdkz
寠	wdkz
过目	wdla
寧	wdla
寕	wdla
寗	wdlb
宜	wdlc
寏	wdlg
顮	wdlg
寜	wdli
守则	wdlk
定罪	wdlk
定岗	wdll
寘	wdlo
寎	wdlo
定购	wdlr
寬	wdls
憲	wdlw
寓	wdlz
牢	wdmb
宎	wdmg
宅	wdmh
宒	wdmh
蜜	wdmi
宱	wdmi
过程	wdmj
军事委员会	wdmj
过重	wdmk
塞拉利昂	wdmk
密	wdml
定制	wdml
过年	wdmm
守敌	wdmm
军事管制	wdmm
过失	wdmo
宪	wdmr
定稿	wdms
过剩	wdmt
军事科学	wdmv
逰	wdmy
过敏	wdmz
定做	wdne
寱	wdnf
守候	wdni
寉	wdni
定向	wdnj
定价	wdno
定货	wdnr
定位	wdns
定息	wdnw
塞	wdo
塞	wdob
定会	wdob
军事行动	wdob
騫	wdoc
过人	wdod
寨	wdof
戭	wdoh
豁	wdoj
蹇	wdoj
过得	wdok
赛	wdol
賽	wdol
搴	wdom
寥	wdop
鶱	wdor
过往	wdos
謇	wdos
寒	wdot
定律	wdox
骞	wdox
过分	wdoy
寡	wdoy
寋	wdoy
弿	wdoy
逝	wdp
过后	wdpa
定金	wdpa
逝	wdpd
过错	wdpe
宷	wdpf
寀	wdpf
審	wdpk
安提瓜和巴布达	wdpm
宾	wdpo
寙	wdpp
宂	wdqd
鴧	wdqr
宄	wdqy
宐	wdra
察	wdrb
定然	wdrg
客	wdrj
守备	wdrk
它	wdrr
鵍	wdrr
寃	wdrs
幂指数	wdru
寫	wdru
过多	wdrv
迱	wdrw
宛	wdry
宼	wdrz
过	wds
宔	wdsc
宰	wdse
达拉斯	wdse
定亲	wdsf
寵	wdsi
过高	wdsj
定音	wdsk
定产	wdsm
过夜	wdsn
定论	wdso
定义	wdso
宍	wdso
守望	wdsq
过望	wdsq
衬衣	wdsr
褰	wdsr
军事设施	wdss
军事训练	wdsz
实	wdtg
过头	wdtg
过问	wdtj
过冷	wdto
过奖	wdtr
军事装备	wdtr
过度	wdtv
过瘾	wdty
过半	wdub
宩	wduf
过关	wdug
定单	wduk
宻	wdul
定性	wdum
过火	wduo
灾	wduo
定为	wduv
过快	wdux
叜	wdux
定兴	wdva
守法	wdvb
过滤	wdvi
过活	wdvm
定海	wdvm
过激	wdvn
定州	wdvn
宨	wdvr
逑	wdvs
过渡	wdvt
军事演习	wdvy
定远	wdwb
遥控员	wdwj
甯	wdwl
寍	wdwl
宓	wdwm
衬衫	wdwp
定额	wdwr
过道	wdwu
寝	wdwx
寖	wdwx
寑	wdwx
寢	wdwx
衬裙	wdwx
军事实力	wdwy
定边	wdwy
定案	wdwz
定居	wdxe
寲	wdxi
寁	wdxi
寤	wdxj
宭	wdxj
賔	wdxl
选择性	wdxu
定局	wdxy
官	wdy
字	wdya
守卫	wdya
定陵	wdyb
剜	wdyk
鹓	wdyr
鵷	wdyr
定陶	wdyr
定弦	wdys
寪	wdyu
过了	wdyv
悹	wdyw
惌	wdyw
逭	wdyw
翝	wdyy
翧	wdyy
宆	wdyz
宖	wdyz
安	wdz
鞌	wdze
案	wdzf
頞	wdzg
过细	wdzk
實	wdzl
寶	wdzl
安	wdzm
过缓	wdzp
定婚	wdzr
鴳	wdzr
寣	wdzs
定编	wdzw
定级	wdzy
宽	we
遭殃	wear
塞	web
宅基地	webb
宽城	webh
塞规	webo
遭劫	webz
祺	wec
连带责任	wecn
塞班	wecu
辻	wed
安营扎寨	wedw
宽带	weew
寒带	weew
寨	wef
安克雷奇	wefg
寒露	wefj
宽松	wefo
寒酸	wefz
宽大	wegd
究其原因	wegj
逽	wegj
宽厚	wegk
寒碜	wegz
塞车	wehe
赛车	wehe
运营成本	wehf
遭到	wehk
赛区	weho
祜	wej
赛跑	wejr
心直口快	weju
密克隆	wejy
遭	wek
逪	wek
寒暑	wekb
寒光	wekg
遭	wekk
寥若晨星	wekk
宽敞	wekl
达斡尔	wekr
寒暄	wekw
宽畅	weky
宽	wel
遘	welb
遖	weld
遭罪	welk
密克罗尼西亚联邦	welx
邁	welz
搴	wem
赛程	wemj
迪斯科舞曲	wemm
寒气	wemy
赛季	wemy
定期储蓄	wene
寒伧	weno
过期作废	went
寒假	wenx
赛	weo
遳	weob
宽余	weom
寒舍	weom
赛后	wepa
迪斯科	wepm
遭受	wepw
近期内	weql
寒风	weqo
褰	wer
塞外	weri
宽甸	werk
达斡尔族	wers
寒冬	wert
謇	wes
寒颤	wesj
寒夜	wesn
运营效率	wess
寒	wet
宽广	wetg
寒冷	weto
宽阔	wetv
宽度	wetv
心甘情愿	weug
裙带关系	weum
窦性	weum
福克兰岛	weur
寒潮	weve
寒流	wevs
宽宏	wewg
遭遇	wewk
宽带网	wewl
遰	wewl
宽窄	wewm
寒窗	wewn
宽裕	wewo
遭灾	wewu
宽心	wewz
寒心	wewz
骞	wex
赛马	wexa
宽慰	wexb
遭难	wexn
宽限	weyx
迣	wez
宽绰	wezi
宽恕	wezj
心花怒放	wezs
速	wf
这样一来	wfab
农村政策	wfam
完整无缺	wfam
农村干部	wfas
逋	wfb
宽松环境	wfcb
述职	wfcj
逎	wfd
心想事成	wfdh
达格斯坦	wfeb
襟	wff
违禁品	wffj
通栏标题	wffk
襦	wfg
心术不正	wfga
还需要	wfgf
必需品	wfgj
遷	wfgy
随机软件	wfhn
速成	wfhv
速	wfj
迺	wfj
遫	wfjm
遬	wfjr
遥相呼应	wfjt
連	wfk
避雷针	wfkp
速归	wfkx
农林牧副渔	wfma
速算	wfml
宋体	wfnf
宋代	wfnh
还本付息	wfnn
襻	wfo
神枪手	wfom
逨	wfoo
守株待兔	wfor
农村金融	wfpa
初露锋芒	wfpe
农机具	wfql
穿梭外交	wfrs
述	wfs
述评	wfsa
速调	wfsl
速效	wfso
鶐	wfsr
速率	wfsv
速记	wfsy
速冻	wfth
速度	wftv
这样说	wfus
必要的	wfvd
必要时	wfvk
必要性	wfvu
追根溯源	wfvv
速溶	wfvw
速写	wfwa
字根通用码	wfwl
追根究底	wfwt
速递	wfwu
边整边改	wfwy
字根表	wfxc
适配卡	wfyi
襟翼	wfyy
穿梭机	wfzf
神机妙算	wfzm
农村经济	wfzv
家	wg
寄	wga
连在一起	wgab
牢不可破	wgag
必不可少	wgak
必有一失	wgam
还款	wgbb
逐项	wgbg
寄来	wgbk
寄走	wgbo
遀	wgbq
突起	wgby
家教	wgby
突击	wgbz
还击	wgbz
远大理想	wgcf
家长	wgch
达	wgd
寄托	wgdm
逩	wgee
还本	wgfa
达标	wgfb
还需	wgfg
穷奢极侈	wgfn
过磷酸钙	wgfp
还要	wgfv
心不在焉	wgga
宏大	wggd
寄存	wggi
视而不见	wggl
还原	wggn
还有	wggq
突袭	wggs
避而不谈	wggs
突厥	wggu
密而不宣	wggw
突破	wggx
宸	wgh
达到	wghk
达成	wghv
还	wgi
达卡	wgia
逐点	wgij
逐步	wgik
还不够	wgir
远不如	wgiz
家园	wgjb
突围	wgjb
还只	wgjo
家中	wgjv
达日	wgka
家里	wgkb
突显	wgkk
宕昌	wgkk
遼	wgkk
家业	wgku
还是	wgkv
家常	wgkw
家电	wgkz
还账	wglc
家具	wglo
家用	wglv
达县	wglz
宠	wgm
寄生	wgmc
还手	wgmd
逐年	wgmm
寡不敌众	wgmo
宠物	wgmr
宏伟	wgnb
还债	wgnc
还价	wgno
寄信	wgns
还原剂	wgns
家伙	wgnu
还会	wgob
家人	wgod
逐行	wgoi
遍布全国	wgoj
家禽	wgos
心有余悸	wgou
逐个	wgov
还须	wgpg
寄钱	wgph
宠爱	wgpw
逐	wgq
迶	wgq
逐月	wgqv
宽大处理	wgrc
逐条	wgrf
突然	wgrg
逐句	wgrj
迫不急待	wgro
家务	wgry
突	wgs
迖	wgs
迏	wgs
寄语	wgsb
寄主	wgsc
寄放	wgsm
家族	wgsm
心灰意冷	wgst
还说	wgsu
家谱	wgsu
突变	wgsx
家畜	wgsz
家门	wgtl
还将	wgtr
还应	wgtv
逐鹿	wgtx
家庭	wgty
寮	wgu
家眷	wgul
祸不单行	wguo
还清	wgvc
逐渐	wgvh
突突	wgwg
突审	wgwk
这不过是	wgwk
密不透风	wgwq
逐字	wgwy
还礼	wgwz
祓	wgx
家居	wgxe
突破口	wgxj
宏观	wgxl
迫在眉睫	wgxl
家属	wgxm
突破性	wgxu
寄予	wgxx
还书	wgxy
农历年	wgym
达孜	wgym
迫不及待	wgyo
宏	wgz
还给	wgzo
寄给	wgzo
还能	wgzq
突发	wgzv
还好	wgzy
逐级	wgzy
突出	wgzz
寄出	wgzz
家乡	wgzz
军	wh
军政	whai
军歌	whaj
连平	whau
室	whb
穿越	whbh
连城	whbh
郓城	whbh
军工	whbi
逕	whbi
军鼓	whbj
运输工人	whbo
军地	whbv
连声	whbx
连长	whch
军长	whch
密切联系	whcm
密切联系群众	whcm
连珠	whcm
窃取	whcx
遥感技术	whdf
军事	whdj
穿插	whdm
连接	whds
连	whe
穿鞋	wheb
连载	wheh
穿戴	whek
连南	whel
军警	wher
达成协议	whes
连带	whew
军营	whew
连杆	whfa
穿刺	whfl
密切配合	whfo
军机	whfq
军校	whfs
穿梭	whfz
达到历史最高水平	whgj
迷惑不解	whgr
军威	whha
军车	whhe
连翘	whhg
军医	whhm
军区	whho
穿	whi
迓	whi
军龄	whio
军号	whja
军团	whjd
窃听	whjp
逻辑性	whju
军中	whjv
逻辑学	whjv
连日	whka
连累	whkz
连同	whld
达到目的	whld
连山	whll
室内	whlo
军用	whlv
连县	whlz
连年	whmm
连篇	whmw
军委	whmz
连体	whnf
连任	whnm
连作	whnm
完成任务	whnr
窒息	whnw
军人	whod
运输机	whof
穿行	whoi
密切合作	whon
军饷	whon
运输船	whop
军衔	whop
军令	whow
连锁	whpk
军舰	whpl
连胜	whqm
军风	whqo
军服	whqy
室外	whri
军备	whrk
军务	whry
连赢	whsj
军部	whsj
军旗	whsm
连夜	whsn
军训	whsn
达成谅解	whsr
军方	whsy
军装	whtb
军阀	whtn
穿着	whul
军火	whuo
连忙	whus
军法	whvb
连江	whvb
穿过	whwd
连连	whwh
军容	whwo
连通	whwx
军官	whwy
军礼	whwz
军垦	whxb
军属	whxm
窃	why
军民	whyh
军费	whyn
军队	whyo
连队	whyo
迫切性	whyu
穿孔	whyz
窀	whz
连结	whzb
连续	whze
迍	whzi
宾至如归	whzk
连贯	whzl
连绵	whzn
军纪	whzy
补	wi
寂	wia
安卡拉	wiad
补丁	wiai
补正	wiai
补考	wiba
寂静	wicq
补	wid
补救	widv
补药	wiez
补票	wifb
遽	wig
遽	wigq
祉	wii
迠	wij
补足	wiji
补品	wijj
逌	wijx
初步的	wikd
逴	wike
祯	wil
补贴	wili
虎视眈眈	will
遉	wilo
补助	wily
这些年来	wimb
补缺	wime
补种	wimj
补血	wiml
补偿	wink
被占领土	wiob
补领	wiow
补钙	wipa
近些年	wirm
补课	wisk
补交	wiso
补充	wisz
这些问题	witk
补益	wiuo
逼上梁山	wivl
寂寞	wiwe
补遗	wiwj
补选	wiwm
送旧迎新	wiws
补办	wiyo
补习	wiyt
补缴	wizn
补给	wizo
补发	wizv
启	wj
造于	wjad
进口车	wjah
进口量	wjak
遗	wjal
遺	wjal
进口货	wjan
寒号鸟	wjar
进口商	wjas
心中无数	wjau
进口额	wjaw
遣	wjay
祸国殃民	wjay
遗址	wjbi
启示	wjbk
遗志	wjbw
启动	wjbz
遌	wjbz
逞	wjc
祝寿	wjcd
启事	wjdj
追踪报道	wjdw
遗著	wjeb
窝藏	wjeh
裕固族	wjes
启蒙	wjew
窝棚	wjfq
空中楼阁	wjft
祝愿	wjgn
遗愿	wjgn
心中有数	wjgu
进口成本	wjhf
启东	wjhk
远距离	wjhs
遗	wji
迚	wji
宫	wjj
迴	wjj
遗嘱	wjjx
巡回展	wjjx
逥	wjkd
祸	wjl
遗骸	wjls
遗赠	wjlu
启用	wjlv
宝贵财富	wjlw
启程	wjmj
遗失	wjmo
遗物	wjmr
遗传	wjnb
遗体	wjnf
遗作	wjnm
遗像	wjnr
察哈尔	wjor
逞凶	wjoz
启锚	wjpe
启航	wjps
祝	wjr
遗留	wjrs
寅吃卯粮	wjru
遗言	wjsa
进口商品	wjsj
实践证明	wjsk
宝贵意见	wjsl
遗产	wjsm
军国主义	wjss
遗忘	wjsw
祝词	wjsy
遗弃	wjsz
窝头	wjtg
宫门	wjtl
遗憾	wjuh
遻	wjuz
祝酒	wjvf
穷困潦倒	wjvn
遗漏	wjvx
祝福	wjwa
祸害	wjwc
启迪	wjwk
家喻户晓	wjwk
遗容	wjwo
遣返	wjwp
达喀尔	wjwr
遗迹	wjws
道听途说	wjws
遣送	wjwu
宝中之宝	wjww
宫殿	wjxe
遗书	wjxy
扈	wjy
祝贺	wjyj
逞强	wjyj
宫廷	wjym
富国强兵	wjyp
祖国统一	wjza
遗孀	wjzf
逞能	wjzq
守口如瓶	wjzu
启发	wjzv
审	wk
袒	wka
近日来	wkab
遈	wkai
农业政策	wkam
远景规划	wkbh
寒暑假	wkbn
神志	wkbw
扉	wkc
神职	wkcj
审理	wkck
农业现代化	wkcn
袖珍	wkco
农业技术	wkdf
遇事	wkdj
这时候	wkdn
遵照执行	wkdo
审批	wkdr
遇救	wkdv
袒护	wkdw
达累斯萨拉姆	wkee
农田基本建设	wkef
冥思苦想	wkef
窠	wkf
神甫	wkfb
农业机械	wkff
宵禁	wkff
袒露	wkfj
裸露	wkfj
审查	wkfk
遇刺	wkfl
冥想	wkfl
审核	wkfs
幂	wkg
神奇	wkga
神态	wkgs
遇袭	wkgs
心照不宣	wkgw
遇到	wkhk
审	wki
迪	wkia
迧	wkic
遏止	wkii
袖口	wkja
心电图仪	wkjn
农田水利	wkkm
冠冕堂皇	wkkn
神明	wkkq
遇	wkl
遇见	wklr
心明眼亮	wkls
避暑山庄	wklt
遇	wklz
褴	wkm
迪拜	wkma
农业科技	wkmd
遏制	wkml
审稿	wkms
农业生产	wkms
追星族	wkms
神秘	wkmw
神气	wkmy
暹	wkn
农业贷款	wknb
裸体	wknf
暹	wkni
神仙	wknl
家常便饭	wkno
神像	wknr
宴会	wkob
礼尚往来	wkob
定量分析	wkof
农业人口	wkoj
逆水行舟	wkop
神往	wkos
神采	wkpf
农业银行	wkpo
寓所	wkpv
神舟	wkpy
逍	wkq
避暑胜地	wkqb
透明度	wkqt
褐	wkr
密歇根	wkrf
逷	wkro
逿	wkro
边界争端	wkrs
神色	wkry
褐色	wkry
遏	wkry
冥	wks
寓言	wksa
宴请	wksc
审计	wkse
寓意	wksk
神话	wksm
审议	wkss
审讯	wksy
审时度势	wktd
宴席	wkte
迪庆	wktg
审问	wktj
神庙	wktk
审阅	wktu
边界冲突	wktw
神情	wkuc
审慎	wkue
农业为基础	wkue
审美	wkug
农业厅	wkug
农业园	wkuj
审判	wkuk
农业税	wkum
农业总产值	wkus
农业部	wkus
暹粒	wkus
农业社	wkuw
农业局	wkux
容光焕发	wkuz
神州	wkvn
农田灌溉	wkvv
神学	wkvw
神池	wkvy
遇害	wkwc
审定	wkwd
家常菜	wkwe
必由之路	wkwj
神户	wkwm
逍遥	wkwp
心旷神怡	wkwu
神通	wkwx
裆	wkx
神圣	wkxb
遇难	wkxn
神灵	wkxu
遢	wky
袖子	wkya
遇险	wkyo
遢	wkyy
宴	wkz
心电图	wkzj
遱	wkzm
通电话	wkzs
农业经济	wkzv
神经	wkzx
实用	wl
寰	wla
宜于	wlad
心目中	wlaj
穷山恶水	wlak
扁平	wlau
褪黑素	wlbc
初具规模	wlbf
适用地区	wlbh
宜城	wlbh
週	wlbj
穿山越岭	wlbl
肩周炎	wlbu
宜	wlc
宜丰	wlci
宜春	wlco
迥	wld
迵	wld
实用技术	wldf
扁担	wldk
宜黄	wlek
遄	wlg
遄	wlgl
逻辑	wlhj
初见成效	wlhs
帘	wli
视频	wlik
远见卓识	wlis
過	wlj
祖国	wljc
视图	wljr
還	wljr
视野	wlkb
家用电器	wlkj
宜昌	wlkk
穷则思变	wlks
遝	wlkv
辿	wll
视同	wlld
穿山甲	wllk
宜山	wlll
祖籍	wlmc
祖先	wlmr
农用物资	wlmt
军用物资	wlmt
视乎	wlmu
祖传	wlnb
宜川	wlnd
运用自如	wlnz
衲	wlo
宜人	wlod
祖父	wloo
视网膜	wloq
心内膜	wloq
室内乐	wlor
视盘	wlpl
视	wlr
视象	wlrj
视角	wlrl
逻	wlrs
宜章	wlsk
宜良	wlsx
过眼烟云	wlub
视为	wluv
适用于	wlva
宜兴	wlva
军用品	wlvj
适用法律	wlvo
实用性	wlvu
通用性	wlvu
视觉	wlvw
罕用字	wlvw
遍	wlw
祖宗	wlwb
翩翩	wlwl
视窗	wlwn
宜宾	wlwp
视察	wlwr
宜君	wlxj
心眼儿	wlxr
翩	wly
帘子	wlya
安眠药	wlye
军用飞机	wlyf
宜阳	wlyk
视力	wlym
塞内加尔	wlyr
补助费	wlyy
视线	wlzh
邏	wlzn
祖母	wlzy
户	wm
戶	wma
适于	wmad
造型	wmae
逬	wmae
透顶	wmag
户政	wmai
宪政	wmai
牢	wmb
追赶	wmba
选项	wmbg
远程教育	wmbs
远程教育网	wmbs
心血来潮	wmbv
追击	wmbz
寄生虫	wmci
选取	wmcx
选拔	wmdg
肇事	wmdj
福利事业	wmdk
适才	wmdm
追授	wmdp
追求	wmdv
选择	wmdx
迁	wme
迕	wmed
窄带	wmew
透支	wmex
选票	wmfb
选材	wmfd
造林	wmff
必需	wmfg
透露	wmfj
追查	wmfk
追想	wmfl
透析	wmfp
必要	wmfv
袄	wmg
戻	wmgd
迁厂	wmgg
选页	wmgo
必有	wmgq
戾	wmgs
选矿	wmgt
神智不清	wmgv
宅	wmh
啔	wmhj
选区	wmho
造成	wmhv
适	wmi
迮	wmid
扂	wmij
适龄	wmio
塞舌尔	wmir
造	wmj
启	wmj
户口	wmja
牢固	wmje
啟	wmjm
被告人	wmjo
选中	wmjv
适中	wmjv
追踪	wmjw
通知书	wmjx
扈	wmjy
适量	wmka
扉	wmkc
适时	wmkd
追星	wmkm
连篇累牍	wmkn
透明	wmkq
造影	wmks
追思	wmkw
适当	wmkx
福利费	wmky
扁	wml
騗	wmlc
扁	wmld
扃	wmld
帍	wmli
运筹帷幄	wmll
心血管	wmlm
选购	wmlr
鶣	wmlr
选用	wmlv
适用	wmlv
遍	wmlw
户县	wmlz
近年来	wmmb
户籍	wmmc
选手	wmmd
棨	wmmf
牢笼	wmmg
农牧区	wmmh
牢靠	wmmj
选种	wmmj
啓	wmmj
农牧业	wmmk
晵	wmmk
造血	wmml
迁移	wmmr
农牧民	wmmy
綮	wmmz
透射	wmnd
适值	wmne
选集	wmnf
顧	wmng
雇	wmni
扄	wmnj
选自	wmnl
过氧化物	wmnm
选件	wmnm
过氧化氢	wmnm
字符集	wmnn
造价	wmno
造化	wmnr
迭	wmo
适合	wmoa
迁入	wmod
迭	wmod
透彻	wmoh
邌	wmok
遾	wmoo
迄今	wmos
迁往	wmos
必须	wmpg
宪兵	wmpo
造船	wmpq
透镜	wmps
过敏反应	wmpt
造反	wmpx
肩	wmq
顅	wmqg
必胜	wmqm
透风	wmqo
鵳	wmqr
牢狱	wmqs
追肥	wmqy
选	wmr
选	wmrd
必然	wmrg
户外	wmri
户名	wmrj
必备	wmrk
扅	wmrr
鳸	wmrz
房	wms
户主	wmsc
避重就轻	wmsh
造就	wmsj
迁就	wmsj
迭部	wmsj
宪章	wmsk
迭放	wmsm
造谣	wmsp
造诣	wmsr
扆	wmsr
袖手旁观	wmsx
房	wmsy
牢记	wmsy
造词	wmsy
选育	wmsz
戽	wmte
户头	wmtg
肇庆	wmtg
追问	wmtj
必将	wmtr
被乘数	wmtu
适应	wmtv
适度	wmtv
社科院	wmty
农科院	wmty
追悼	wmui
追悔	wmum
这种情况下	wmut
扊	wmuu
选举	wmva
宪法	wmvb
神气活现	wmvc
农牧渔业	wmvk
窑洞	wmvl
肇州	wmvn
选派	wmvp
窆	wmw
造福	wmwa
透过	wmwd
选定	wmwd
必定	wmwd
逢年过节	wmwe
追述	wmwf
追逐	wmwg
适宜	wmwl
透视	wmwl
牢牢	wmwm
逶迤	wmwm
追究	wmwq
适逢	wmwr
牢房	wmws
选送	wmwu
造字	wmwy
迁安	wmwz
肇	wmx
肇	wmxb
肈	wmxb
肁	wmxb
追尾	wmxm
牢骚	wmxx
追	wmy
迄	wmyd
戹	wmyd
过氧乙酸	wmyf
选民	wmyh
迤	wmyi
追加	wmyj
透	wmym
甂	wmys
焈	wmyu
安特卫普	wmyu
追随	wmyw
扇	wmyy
翩	wmyy
戺	wmyy
逶	wmz
这么样	wmzf
这么些	wmzi
逶	wmzm
造纸	wmzr
选编	wmzw
迁怒	wmzx
选出	wmzz
它们	wn
宿	wna
遗臭万年	wnam
宣传画	wnba
雇工	wnbi
宣传教育	wnbs
宣传部	wnbs
宣传性	wnbu
遗传性	wnbu
定向培养	wnbu
邀功	wnby
宣传队	wnby
遑	wnc
定向招生	wndm
宣传报道	wndw
裨	wne
遗传基因	wnej
宿营	wnew
宋体字	wnfw
袱	wng
迫切	wnhy
雇	wni
進	wni
逈	wnj
窗口	wnja
雇员	wnjl
迫	wnk
通俗易懂	wnku
宏伟目标	wnlf
鹤岗	wnll
鹤峰	wnlr
雇用	wnlv
宿县	wnlz
这件事	wnmd
农作物	wnmm
祖传秘方	wnms
迫使	wnna
邀集	wnnf
雇佣	wnnl
宿舍	wnom
被俘者	wnpb
冤假错案	wnpw
通货膨胀	wnqq
窗	wnr
补偿贸易	wnrk
遍体鳞伤	wnrn
进化论	wnrs
邀	wns
邀请	wnsc
宿主	wnsc
邀	wnsm
官僚主义	wnss
裨益	wnuo
窗前	wnuq
遗传性状	wnut
宿州	wnvn
安身之地	wnwb
迫害	wnwc
邉	wnwj
安息日	wnwk
窗帘	wnwl
窗户	wnwm
宿迁	wnwm
迫近	wnwp
邊	wnws
鹤壁	wnxj
遚	wnxs
窗子	wnya
通信卫星	wnyk
被保险人	wnyo
近似于	wnza
窗台	wnzj
近似值	wnzn
穴	wo
逾	woa
适合于	woaa
穻	woad
窏	woad
逬	woae
完全正确	woag
逆命题	woak
窿	woam
祸从天降	woay
窍	woaz
裣	wob
窪	wobb
窐	wobb
逾越	wobh
容城	wobh
空	wobi
社会上	wobi
社会中	wobj
社会化	wobn
穽	wobn
这会儿	wobr
鵼	wobr
窾	wobr
道德教育	wobs
通令嘉奖	wobt
社会性	wobu
社会学	wobv
竈	wobw
窙	woby
安全网	wocl
安全部	wocs
安全性	wocu
込	woda
逐行扫描	wodd
安全操作	wodn
适得其反	woep
适得其所	woep
逾期	woeq
窑	woez
窰	woez
穼	wof
穷凶极恶	wofa
社会需求	wofd
安全检查	woff
运行机制	wofm
突	wog
心律不齐	wogs
突	wogs
进行研究	wogw
邃	wogw
窒	wohb
穿	wohi
窃	wohy
窚	wohy
窀	wohz
进行的	woid
竀	woil
通行证	wois
进行了	woiy
容	woj
窢	woja
裕固	woje
窜	woji
容器	wojj
竆	wojj
道德品质	wojp
彮	wojp
途中	wojv
容量	woka
窧	woke
窠	wokf
窼	wokf
竂	wokk
容易	wokr
塞得港	wokv
窶	wokz
竃	wokz
窅	wol
道德败坏	wolb
帘	woli
窩	wolj
安徽省	wolk
竇	woll
窝	wolo
窉	wolo
窴	wolo
罕见	wolr
完全同意	wols
竊	wolz
容县	wolz
途	wom
安全第一	woma
寄人篱下	woma
窂	womb
途	womf
穾	womg
窄	womi
容积	womj
窖	womj
竁	womm
窽	womr
安全生产	woms
安全生产监督管理局	woms
社会秩序	womt
社会制度	womt
安全系数	womu
社会科学	womv
窆	womw
窌	womy
窷	womy
逢凶化吉	wonb
窗	wonr
穴位	wons
社会舆论	wons
社会保险	wony
窮	wony
竄	wonz
裕	woo
窣	wooe
安全行车	wooh
容	wooj
逧	wooj
窥	wool
窺	wool
社会公德	wooo
窔	wooo
途径	woox
容错	wope
容貌	wopn
窳	wopp
窊	wops
窸	wopw
逾	woqk
窬	woqk
社会风气	woqm
究	woqy
窱	worf
社会各界	work
窞	worn
窤	worr
穸	wors
窻	worw
窇	wory
窛	worz
窎	worz
鴪	worz
窵	worz
寄希望于	wosa
社会变革	wose
社会调查	wosf
竉	wosi
窨	wosk
容许	wosm
容颜	wosm
竅	wosm
鶟	wosr
社会主义	woss
社会主义现代化	woss
社会效益	wosu
进行谈判	wosu
窲	wote
窦	wotg
这个问题	wotk
社会总需求	wouf
迄今为止	woui
社会关系	woum
社会总产值	wous
窯	wouu
窭	wouz
社会活动	wovb
窕	wovr
社会治安	wovw
送往迎来	wowb
社会福利	wowm
心领神会	wowo
社会安定	woww
安分守己	wowy
窘	wox
窘	woxj
窹	woxj
窡	woxx
这很好	woxz
穷	woy
被领导者	woyb
穵	woyd
实行改革	woye
进行改革	woye
窫	woyg
军分区	woyh
穷	woym
容忍	woys
穹	woyz
梥	wozf
容纳	wozl
窓	wozw
途经	wozx
窈	wozy
窟	wozz
窋	wozz
近	wp
逅	wpa
逅	wpaj
返工	wpbi
近来	wpbk
逓	wpbl
违反规定	wpbw
近	wpd
祈求	wpdv
遥控	wpdw
遁	wpe
实质上	wpei
遁	wpel
近期	wpeq
实质性	wpeu
遥	wpez
返校	wpfs
必须有	wpgg
必须品	wpgj
遥感	wpha
褫	wpi
遞	wpih
返回	wpjj
近日	wpka
必须坚持	wpkd
进销存	wpkg
连锁店	wpkt
穷兵黩武	wpla
祈盼	wplo
道貌岸然	wplr
宾县	wplz
遥	wpm
近年	wpmm
邈	wpn
宾川	wpnd
近代	wpnh
返修	wpni
邈	wpnr
近似	wpnz
宾	wpo
宾馆	wpow
近邻	wpow
礼貌待客	wpow
窳	wpp
返销	wppk
返航	wpps
连锁反应	wppt
边锋线	wprz
宾语	wpsb
宾主	wpsc
宇航员	wpsj
近郊	wpso
遥望	wpsq
祈望	wpsq
神采奕奕	wpss
近旁	wpsu
近况	wptj
遥测	wpvl
近海	wpvm
之所以	wpvz
遥远	wpwb
逆反心理	wpwc
祈祷	wpwc
返家	wpwg
近视	wpwl
宾客	wpwr
返	wpx
返	wpxs
神采飞扬	wpyd
宾阳	wpyk
必须加强	wpyy
穿针引线	wpyz
返乡	wpzz
肩	wq
近几天来	wqab
心胸开阔	wqat
逛	wqc
冗长	wqch
冗	wqd
近几天	wqda
这几年	wqdm
近几年	wqdm
肩挑	wqdv
袒胸露腹	wqfq
袒胸露背	wqft
心肌梗塞	wqfw
逆风而上	wqgi
遯	wqgq
肩上	wqiv
冗员	wqjl
心服口服	wqjq
近几年来	wqmb
这几年来	wqmb
心狠手辣	wqms
逛街	wqob
通风机	wqof
进风口	wqoj
冗余	wqom
近几个月	wqoq
冗错	wqpe
肩膀	wqqs
